Date	matchname	Gender	WinningTeam	Byrun	Bywicket	Overs	Team1	Team2	TossWinner	TossDecision	Venue	MatchId
2003-04-10	Cherry Blossom Sharjah Cup--2433	male	Pakistan		8.0	50	Zimbabwe	Pakistan	Zimbabwe	bat	Sharjah Cricket Association Stadium	2433.0
2013-08-27	Pakistan in Zimbabwe ODI Series--2434	male	Zimbabwe		7.0	50	Zimbabwe	Pakistan	Pakistan	bat	Harare Sports Club	2434.0
2013-08-29	Pakistan in Zimbabwe ODI Series--2435	male	Pakistan	90.0		50	Zimbabwe	Pakistan	Zimbabwe	field	Harare Sports Club	2435.0
2013-08-31	Pakistan in Zimbabwe ODI Series--2436	male	Pakistan	108.0		50	Zimbabwe	Pakistan	Zimbabwe	field	Harare Sports Club	2436.0
2013-08-27	ICC World Cricket League Championship--2437	male	no result			50	Canada	Netherlands	Canada	field	Maple Leaf North-West Ground	2437.0
2013-08-29	ICC World Cricket League Championship--2438	male	Netherlands		9.0	50	Canada	Netherlands	Netherlands	field	Maple Leaf North-West Ground	2438.0
2013-09-06	ICC World Cricket League Championship--2439	male	Ireland		1.0	50	Ireland	Scotland	Scotland	bat	Civil Service Cricket Club, Stormont	2439.0
2013-12-26	West Indies in New Zealand ODI Series--2440	male	West Indies		2.0	50	New Zealand	West Indies	West Indies	field	Eden Park	2440.0
2014-01-01	West Indies in New Zealand ODI Series--2441	male	New Zealand	159.0		50	New Zealand	West Indies	West Indies	field	Queenstown Events Centre	2441.0
2014-01-04	West Indies in New Zealand ODI Series--2442	male	New Zealand	58.0		50	New Zealand	West Indies	New Zealand	bat	Saxton Oval	2442.0
2014-01-08	West Indies in New Zealand ODI Series--2443	male	West Indies	203.0		50	New Zealand	West Indies	New Zealand	field	Seddon Park	2443.0
2004-09-10	ICC Champions Trophy--2444	male	England	152.0		50	England	Zimbabwe	Zimbabwe	field	Edgbaston	2444.0
2004-09-10	ICC Champions Trophy--2445	male	New Zealand	210.0		50	New Zealand	United States of America	United States of America	field	Kennington Oval	2445.0
2004-09-11	ICC Champions Trophy--2446	male	India	98.0		50	India	Kenya	Kenya	field	The Rose Bowl	2446.0
2004-09-13	ICC Champions Trophy--2447	male	Australia		9.0	50	United States of America	Australia	Australia	field	The Rose Bowl	2447.0
2004-09-14	ICC Champions Trophy--2448	male	Sri Lanka		4.0	50	Zimbabwe	Sri Lanka	Sri Lanka	field	Kennington Oval	2448.0
2004-09-14	ICC Champions Trophy--2449	male	Pakistan		7.0	50	Kenya	Pakistan	Pakistan	field	Edgbaston	2449.0
2004-09-15	ICC Champions Trophy--2450	male	West Indies	138.0		50	West Indies	Bangladesh	Bangladesh	field	The Rose Bowl	2450.0
2004-09-16	ICC Champions Trophy--2451	male	Australia		7.0	50	New Zealand	Australia	Australia	field	Kennington Oval	2451.0
2004-09-17	ICC Champions Trophy--2452	male	England	49.0		50	England	Sri Lanka	Sri Lanka	field	The Rose Bowl	2452.0
2004-09-18	ICC Champions Trophy--2453	male	West Indies		5.0	50	South Africa	West Indies	West Indies	field	Kennington Oval	2453.0
2004-09-19	ICC Champions Trophy--2454	male	Pakistan		3.0	50	India	Pakistan	Pakistan	field	Edgbaston	2454.0
2004-09-21	ICC Champions Trophy--2455	male	England		6.0	50	Australia	England	England	field	Edgbaston	2455.0
2004-09-22	ICC Champions Trophy--2456	male	West Indies		7.0	50	Pakistan	West Indies	Pakistan	bat	The Rose Bowl	2456.0
2004-09-25	ICC Champions Trophy--2457	male	West Indies		2.0	50	England	West Indies	West Indies	field	Kennington Oval	2457.0
2003-06-26	NatWest Series--2458	male	Zimbabwe		4.0	50	England	Zimbabwe	Zimbabwe	field	Trent Bridge, Nottingham	2458.0
2003-06-28	NatWest Series--2459	male	England		6.0	50	South Africa	England	South Africa	bat	Kennington Oval, London	2459.0
2003-06-29	NatWest Series--2460	male	South Africa	46.0		50	South Africa	Zimbabwe	Zimbabwe	field	St Lawrence Ground, Canterbury	2460.0
2003-07-01	NatWest Series--2461	male	no result			50	England	Zimbabwe	Zimbabwe	field	Headingley, Leeds	2461.0
2003-07-03	NatWest Series--2462	male	South Africa		7.0	50	England	South Africa	England	bat	Old Trafford, Manchester	2462.0
2003-07-06	NatWest Series--2463	male	England		6.0	50	Zimbabwe	England	England	field	The Royal & Sun Alliance County Ground, Bristol	2463.0
2003-07-10	NatWest Series--2464	male	South Africa		7.0	50	Zimbabwe	South Africa	Zimbabwe	bat	The Rose Bowl, Southampton	2464.0
2003-07-12	NatWest Series--2465	male	England		7.0	50	South Africa	England	England	field	Lord's, London	2465.0
2004-06-27	NatWest Series--2466	male	West Indies		7.0	50	England	West Indies	West Indies	field	Trent Bridge	2466.0
2004-06-29	NatWest Series--2467	male	New Zealand		7.0	50	England	New Zealand	New Zealand	field	Riverside Ground	2467.0
2004-07-01	NatWest Series--2468	male	England		7.0	50	West Indies	England	England	field	Headingley	2468.0
2004-07-06	NatWest Series--2469	male	West Indies		7.0	50	England	West Indies	West Indies	field	Lord's	2469.0
2004-07-10	NatWest Series--2470	male	New Zealand	107.0		50	New Zealand	West Indies	West Indies	field	Lord's	2470.0
2003-04-21	TVS Cup (Bangladesh)--2471	male	no result			50	India	South Africa	India	bat	Bangabandhu National Stadium, Dhaka	2471.0
2003-05-10	Bank Alfalah Cup--2472	male	Pakistan	79.0		50	Pakistan	Sri Lanka	Sri Lanka	field	Rangiri Dambulla International Stadium	2472.0
2003-05-11	Bank Alfalah Cup--2473	male	New Zealand		7.0	50	Pakistan	New Zealand	New Zealand	field	Rangiri Dambulla International Stadium	2473.0
2003-05-19	Bank Alfalah Cup--2474	male	New Zealand	9.0		50	New Zealand	Sri Lanka	Sri Lanka	field	Rangiri Dambulla International Stadium	2474.0
2003-05-23	Bank Alfalah Cup--2475	male	New Zealand		4.0	50	Pakistan	New Zealand	Pakistan	bat	Rangiri Dambulla International Stadium	2475.0
2003-10-23	TVS Cup (India)--2476	male	no result			50	India	New Zealand	India	bat	MA Chidambaram Stadium, Chepauk, Chennai	2476.0
2003-10-26	TVS Cup (India)--2477	male	India	37.0		50	India	Australia	India	bat	Captain Roop Singh Stadium, Gwalior	2477.0
2003-10-29	TVS Cup (India)--2478	male	Australia		8.0	50	New Zealand	Australia	New Zealand	bat	Nahar Singh Stadium, Faridabad	2478.0
2003-11-01	TVS Cup (India)--2479	male	Australia	77.0		50	Australia	India	Australia	bat	Wankhede Stadium, Mumbai	2479.0
2003-11-03	TVS Cup (India)--2480	male	Australia		2.0	50	New Zealand	Australia	Australia	field	Nehru Stadium, Poona	2480.0
2003-11-06	TVS Cup (India)--2481	male	New Zealand		4.0	50	India	New Zealand	India	bat	Barabati Stadium, Cuttack	2481.0
2003-11-15	TVS Cup (India)--2482	male	India	145.0		50	India	New Zealand	India	bat	Lal Bahadur Shastri Stadium, Hyderabad, Deccan	2482.0
2004-08-21	Videocon Cup--2483	male	Pakistan	66.0		50	Pakistan	India	India	field	VRA Cricket Ground	2483.0
2004-08-23	Videocon Cup--2484	male	no result			50	Australia	India	Australia	bat	VRA Cricket Ground	2484.0
2004-09-04	Pakistan tour of England--2485	male	Australia	10.0		50	Australia	Pakistan	Pakistan	field	Lord's	2485.0
2004-09-30	Paktel Cup--2486	male	Pakistan	144.0		50	Pakistan	Zimbabwe	Pakistan	bat	Multan Cricket Stadium	2486.0
2004-10-03	Paktel Cup--2487	male	Pakistan		3.0	50	Zimbabwe	Pakistan	Pakistan	field	Arbab Niaz Stadium	2487.0
2004-10-06	Paktel Cup--2488	male	Pakistan		8.0	50	Sri Lanka	Pakistan	Sri Lanka	bat	National Stadium	2488.0
2004-10-09	Paktel Cup--2489	male	Sri Lanka		7.0	50	Zimbabwe	Sri Lanka	Sri Lanka	field	Rawalpindi Cricket Stadium	2489.0
2004-10-16	Paktel Cup--2490	male	Sri Lanka	119.0		50	Sri Lanka	Pakistan	Pakistan	field	Gaddafi Stadium	2490.0
2004-12-05	New Zealand tour of Australia--2491	male	New Zealand		4.0	50	Australia	New Zealand	New Zealand	field	Docklands Stadium	2491.0
2004-12-08	New Zealand tour of Australia--2492	male	Australia	17.0		50	Australia	New Zealand	Australia	bat	Sydney Cricket Ground	2492.0
2013-09-20	Bangladesh Women in South Africa ODI Series--2493	female	South Africa		6.0	50	South Africa	Bangladesh	South Africa	field	Willowmoore Park	2493.0
2013-09-24	Bangladesh Women in South Africa ODI Series--2494	female	South Africa		8.0	50	South Africa	Bangladesh	South Africa	field	SuperSport Park	2494.0
2014-01-19	Women's Ashes--2495	female	England		7.0	50	Australia	England	Australia	bat	Melbourne Cricket Ground	2495.0
2014-01-23	Women's Ashes--2496	female	Australia	26.0		50	Australia	England	Australia	bat	Melbourne Cricket Ground	2496.0
2014-01-26	Women's Ashes--2497	female	Australia		4.0	50	Australia	England	England	bat	Bellerive Oval	2497.0
2014-01-19	India in New Zealand ODI Series--2498	male	New Zealand	24.0		50	New Zealand	India	India	field	McLean Park	2498.0
2014-01-22	India in New Zealand ODI Series--2499	male	New Zealand	15.0		50	New Zealand	India	India	field	Seddon Park	2499.0
2014-01-25	India in New Zealand ODI Series--2500	male	no result			50	New Zealand	India	India	field	Eden Park	2500.0
2014-01-28	India in New Zealand ODI Series--2501	male	New Zealand		7.0	50	New Zealand	India	India	bat	Seddon Park	2501.0
2014-01-31	India in New Zealand ODI Series--2502	male	New Zealand	87.0		50	New Zealand	India	India	field	Westpac Stadium	2502.0
2014-08-27	India in England ODI Series--2503	male	India	133.0		50	England	India	England	field	Sophia Gardens	2503.0
2014-08-30	India in England ODI Series--2504	male	India		6.0	50	England	India	India	field	Trent Bridge	2504.0
2014-09-02	India in England ODI Series--2505	male	India		9.0	50	England	India	India	field	Edgbaston	2505.0
2014-09-05	India in England ODI Series--2506	male	England	41.0		50	England	India	India	field	Headingley	2506.0
2014-05-22	Sri Lanka in England ODI Series--2507	male	England	81.0		50	England	Sri Lanka	Sri Lanka	field	Kennington Oval	2507.0
2014-05-25	Sri Lanka in England ODI Series--2508	male	Sri Lanka	157.0		50	England	Sri Lanka	England	field	Riverside Ground	2508.0
2014-05-28	Sri Lanka in England ODI Series--2509	male	England		10.0	50	England	Sri Lanka	England	field	Old Trafford	2509.0
2014-05-31	Sri Lanka in England ODI Series--2510	male	Sri Lanka	7.0		50	England	Sri Lanka	England	field	Lord's	2510.0
2014-06-03	Sri Lanka in England ODI Series--2511	male	Sri Lanka		6.0	50	England	Sri Lanka	England	bat	Edgbaston	2511.0
2013-10-26	Sri Lanka Women in South Africa ODI Series--2512	female	South Africa	67.0		50	South Africa	Sri Lanka	Sri Lanka	field	Senwes Park	2512.0
2013-10-28	Sri Lanka Women in South Africa ODI Series--2513	female	no result			50	South Africa	Sri Lanka	South Africa	field	Senwes Park	2513.0
2013-10-29	New Zealand in Bangladesh ODI Series--2514	male	Bangladesh	43.0		50	Bangladesh	New Zealand	New Zealand	field	Shere Bangla National Stadium	2514.0
2013-10-31	New Zealand in Bangladesh ODI Series--2515	male	Bangladesh	40.0		50	Bangladesh	New Zealand	Bangladesh	bat	Shere Bangla National Stadium	2515.0
2013-11-03	New Zealand in Bangladesh ODI Series--2516	male	Bangladesh		4.0	50	Bangladesh	New Zealand	Bangladesh	field	Khan Shaheb Osman Ali Stadium	2516.0
2013-11-10	New Zealand in Sri Lanka ODI Series--2517	male	no result			50	Sri Lanka	New Zealand	New Zealand	field	Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa	2517.0
2013-11-12	New Zealand in Sri Lanka ODI Series--2518	male	New Zealand		4.0	50	Sri Lanka	New Zealand	Sri Lanka	bat	Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa	2518.0
2013-11-16	New Zealand in Sri Lanka ODI Series--2519	male	Sri Lanka	36.0		50	Sri Lanka	New Zealand	New Zealand	field	Rangiri Dambulla International Stadium	2519.0
2013-11-21	West Indies in India ODI Series--2520	male	India		6.0	50	India	West Indies	West Indies	bat	Nehru Stadium	2520.0
2013-11-24	West Indies in India ODI Series--2521	male	West Indies		2.0	50	India	West Indies	West Indies	field	Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium	2521.0
2013-11-27	West Indies in India ODI Series--2522	male	India		5.0	50	India	West Indies	India	field	Green Park	2522.0
2014-05-09	-	male	England	39.0		50	Scotland	England	Scotland	field	Mannofield Park	2523.0
2013-11-24	Pakistan in South Africa ODI Series--2524	male	Pakistan	23.0		50	South Africa	Pakistan	Pakistan	bat	Newlands	2524.0
2013-11-27	Pakistan in South Africa ODI Series--2525	male	Pakistan	1.0		50	South Africa	Pakistan	South Africa	field	St George's Park	2525.0
2013-11-30	Pakistan in South Africa ODI Series--2526	male	South Africa		4.0	50	South Africa	Pakistan	South Africa	field	SuperSport Park	2526.0
2014-02-17	Sri Lanka in Bangladesh ODI Series--2527	male	Sri Lanka	13.0		50	Bangladesh	Sri Lanka	Bangladesh	field	Shere Bangla National Stadium	2527.0
2014-02-20	Sri Lanka in Bangladesh ODI Series--2528	male	Sri Lanka	61.0		50	Bangladesh	Sri Lanka	Sri Lanka	bat	Shere Bangla National Stadium	2528.0
2014-02-22	Sri Lanka in Bangladesh ODI Series--2529	male	Sri Lanka		6.0	50	Bangladesh	Sri Lanka	Sri Lanka	field	Shere Bangla National Stadium	2529.0
2014-01-23	ICC Cricket World Cup Qualifier--2530	male	Scotland	170.0		50	Scotland	Canada	Canada	field	Hagley Oval	2530.0
2014-01-23	ICC Cricket World Cup Qualifier--2531	male	Kenya		4.0	50	Netherlands	Kenya	Kenya	field	Bert Sutcliffe Oval	2531.0
2014-01-28	ICC Cricket World Cup Qualifier--2532	male	Netherlands		8.0	50	Canada	Netherlands	Canada	bat	Bay Oval	2532.0
2014-01-30	ICC Cricket World Cup Qualifier--2533	male	Scotland		3.0	50	Kenya	Scotland	Kenya	bat	Hagley Oval	2533.0
2014-02-23	-	male	West Indies		4.0	50	West Indies	Ireland	Ireland	bat	Sabina Park, Kingston	2534.0
2014-05-06	Sri Lanka tour of England and Ireland--2535	male	Sri Lanka	79.0		50	Sri Lanka	Ireland	Ireland	field	Clontarf Cricket Club Ground, Dublin	2535.0
2014-02-25	Asia Cup--2536	male	Sri Lanka	12.0		50	Pakistan	Sri Lanka	Sri Lanka	bat	Khan Shaheb Osman Ali Stadium	2536.0
2014-02-26	Asia Cup--2537	male	India		6.0	50	Bangladesh	India	India	field	Khan Shaheb Osman Ali Stadium	2537.0
2014-02-27	Asia Cup--2538	male	Pakistan	72.0		50	Afghanistan	Pakistan	Afghanistan	field	Khan Shaheb Osman Ali Stadium	2538.0
2014-02-28	Asia Cup--2539	male	Sri Lanka		2.0	50	India	Sri Lanka	Sri Lanka	field	Khan Shaheb Osman Ali Stadium	2539.0
2014-03-01	Asia Cup--2540	male	Afghanistan	32.0		50	Bangladesh	Afghanistan	Bangladesh	field	Khan Shaheb Osman Ali Stadium	2540.0
2014-03-02	Asia Cup--2541	male	Pakistan		1.0	50	India	Pakistan	Pakistan	field	Shere Bangla National Stadium	2541.0
2014-03-03	Asia Cup--2542	male	Sri Lanka	129.0		50	Afghanistan	Sri Lanka	Sri Lanka	bat	Shere Bangla National Stadium	2542.0
2014-03-04	Asia Cup--2543	male	Pakistan		3.0	50	Bangladesh	Pakistan	Bangladesh	bat	Shere Bangla National Stadium	2543.0
2014-03-05	Asia Cup--2544	male	India		8.0	50	Afghanistan	India	India	field	Shere Bangla National Stadium	2544.0
2014-03-06	Asia Cup--2545	male	Sri Lanka		3.0	50	Bangladesh	Sri Lanka	Bangladesh	bat	Shere Bangla National Stadium	2545.0
2014-03-08	Asia Cup--2546	male	Sri Lanka		5.0	50	Pakistan	Sri Lanka	Pakistan	bat	Shere Bangla National Stadium	2546.0
2015-01-16	West Indies in South Africa ODI Series--2547	male	South Africa	61.0		50	South Africa	West Indies	South Africa	bat	Kingsmead	2547.0
2015-01-18	West Indies in South Africa ODI Series--2548	male	South Africa	148.0		50	South Africa	West Indies	West Indies	field	New Wanderers Stadium	2548.0
2015-01-21	West Indies in South Africa ODI Series--2549	male	South Africa		9.0	50	South Africa	West Indies	West Indies	bat	Buffalo Park	2549.0
2015-01-25	West Indies in South Africa ODI Series--2550	male	West Indies		1.0	50	South Africa	West Indies	West Indies	field	St George's Park	2550.0
2015-01-28	West Indies in South Africa ODI Series--2551	male	South Africa	131.0		50	South Africa	West Indies	West Indies	field	SuperSport Park	2551.0
2014-08-21	ICC Women's Championship--2552	female	England	42.0		50	England	India	England	field	North Marine Road Ground	2552.0
2014-08-23	ICC Women's Championship--2553	female	England	13.0		50	England	India	India	field	North Marine Road Ground	2553.0
2014-10-07	Pakistan v Australia ODI Series--2554	male	Australia	93.0		50	Australia	Pakistan	Australia	bat	Sharjah Cricket Stadium	2554.0
2014-10-10	Pakistan v Australia ODI Series--2555	male	Australia		5.0	50	Australia	Pakistan	Pakistan	bat	Dubai International Cricket Stadium	2555.0
2014-10-12	Pakistan v Australia ODI Series--2556	male	Australia	1.0		50	Australia	Pakistan	Australia	bat	Sheikh Zayed Stadium	2556.0
2014-09-08	Scotland in Ireland ODI Series--2557	male	Ireland		7.0	50	Ireland	Scotland	Ireland	field	The Village, Malahide	2557.0
2014-09-10	Scotland in Ireland ODI Series--2558	male	Ireland		3.0	50	Ireland	Scotland	Ireland	field	The Village, Malahide	2558.0
2014-09-12	Scotland in Ireland ODI Series--2559	male	Scotland		8.0	50	Ireland	Scotland	Scotland	field	The Village, Malahide	2559.0
2014-07-06	South Africa in Sri Lanka ODI Series--2560	male	South Africa	75.0		50	Sri Lanka	South Africa	South Africa	bat	R Premadasa Stadium	2560.0
2014-07-09	South Africa in Sri Lanka ODI Series--2561	male	Sri Lanka	87.0		50	Sri Lanka	South Africa	Sri Lanka	bat	Pallekele International Cricket Stadium	2561.0
2014-07-12	South Africa in Sri Lanka ODI Series--2562	male	South Africa	82.0		50	Sri Lanka	South Africa	South Africa	bat	Mahinda Rajapaksa International Cricket Stadium, Sooriyawewa	2562.0
2014-08-20	Bangladesh in West Indies ODI Series--2563	male	West Indies		3.0	50	West Indies	Bangladesh	West Indies	field	National Cricket Stadium, St George's	2563.0
2014-08-22	Bangladesh in West Indies ODI Series--2564	male	West Indies	177.0		50	West Indies	Bangladesh	Bangladesh	field	National Cricket Stadium, St George's	2564.0
2014-08-25	Bangladesh in West Indies ODI Series--2565	male	West Indies	91.0		50	West Indies	Bangladesh	West Indies	bat	Warner Park, Basseterre	2565.0
2014-08-17	South Africa in Zimbabwe ODI Series--2566	male	South Africa	93.0		50	Zimbabwe	South Africa	Zimbabwe	field	Queens Sports Club	2566.0
2014-08-19	South Africa in Zimbabwe ODI Series--2567	male	South Africa	61.0		50	Zimbabwe	South Africa	Zimbabwe	field	Queens Sports Club	2567.0
2014-08-21	South Africa in Zimbabwe ODI Series--2568	male	South Africa		7.0	50	Zimbabwe	South Africa	South Africa	field	Queens Sports Club	2568.0
2014-08-25	Zimbabwe Triangular Series--2569	male	Australia	198.0		50	Zimbabwe	Australia	Zimbabwe	field	Harare Sports Club	2569.0
2014-08-27	Zimbabwe Triangular Series--2570	male	South Africa		7.0	50	Australia	South Africa	South Africa	field	Harare Sports Club	2570.0
2014-08-29	Zimbabwe Triangular Series--2571	male	South Africa	61.0		50	Zimbabwe	South Africa	Zimbabwe	field	Harare Sports Club	2571.0
2014-08-31	Zimbabwe Triangular Series--2572	male	Zimbabwe		3.0	50	Zimbabwe	Australia	Australia	bat	Harare Sports Club	2572.0
2014-09-02	Zimbabwe Triangular Series--2573	male	Australia	62.0		50	Australia	South Africa	South Africa	field	Harare Sports Club	2573.0
2014-09-04	Zimbabwe Triangular Series--2574	male	South Africa	63.0		50	Zimbabwe	South Africa	Zimbabwe	field	Harare Sports Club	2574.0
2014-09-06	Zimbabwe Triangular Series--2575	male	South Africa		6.0	50	Australia	South Africa	South Africa	field	Harare Sports Club	2575.0
2014-05-02	Asian Cricket Council Premier League--2576	male	Afghanistan	70.0		50	Afghanistan	United Arab Emirates	United Arab Emirates	field	Kinrara Academy Oval	2576.0
2014-05-04	Asian Cricket Council Premier League--2577	male	United Arab Emirates		2.0	50	Hong Kong	United Arab Emirates	United Arab Emirates	field	Kinrara Academy Oval	2577.0
2014-12-08	Pakistan v New Zealand ODI Series--2578	male	Pakistan		3.0	50	New Zealand	Pakistan	Pakistan	field	Dubai International Cricket Stadium	2578.0
2014-12-12	Pakistan v New Zealand ODI Series--2579	male	New Zealand		4.0	50	New Zealand	Pakistan	Pakistan	bat	Sharjah Cricket Stadium	2579.0
2014-12-14	Pakistan v New Zealand ODI Series--2580	male	Pakistan	147.0		50	New Zealand	Pakistan	Pakistan	bat	Sharjah Cricket Stadium	2580.0
2014-12-17	Pakistan v New Zealand ODI Series--2581	male	New Zealand	7.0		50	New Zealand	Pakistan	New Zealand	bat	Sheikh Zayed Stadium	2581.0
2014-12-19	Pakistan v New Zealand ODI Series--2582	male	New Zealand	68.0		50	New Zealand	Pakistan	New Zealand	bat	Sheikh Zayed Stadium	2582.0
